sigma_theta,sigma_c,sigma_t,stress_ratio,brittleness_index,Wet,depth,rockburst_grade,rock_quality_index,seismic_energy,fracture_volume,total_seismic_energy,seismic_pulses
,,,,,4.486330798479087,710.0,0.0,,,,6530.0,266.0
,,,,,4.486330798479087,710.0,0.0,,,,9010.0,255.0
,,,,,4.486330798479087,710.0,0.0,,,,4720.0,186.0
,,,,,4.486330798479087,710.0,0.0,,,,10250.0,177.0
,,,,,4.486330798479087,710.0,0.0,,,,9890.0,210.0
,,,,,4.486330798479087,710.0,0.0,,,,11330.0,246.0
,,,,,4.486330798479087,710.0,0.0,,,,4140.0,186.0
,,,,,4.486330798479087,710.0,0.0,,,,9700.0,216.0
,,,,,4.486330798479087,710.0,0.0,,,,6860.0,282.0
,,,,,4.486330798479087,710.0,0.0,,,,5470.0,237.0
,,,,,4.486330798479087,710.0,0.0,,,,4620.0,175.0
,,,,,4.486330798479087,710.0,0.0,,,,3120.0,190.0
,,,,,4.486330798479087,710.0,0.0,,,,4160.0,189.0
,,,,,4.486330798479087,710.0,0.0,,,,5280.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,5310.0,287.0
,,,,,4.486330798479087,710.0,0.0,,,,7060.0,241.0
,,,,,4.486330798479087,710.0,0.0,,,,8810.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,8170.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,7080.0,260.0
,,,,,4.486330798479087,710.0,0.0,,,,9260.0,266.0
,,,,,4.486330798479087,710.0,0.0,,,,12070.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,8440.0,261.0
,,,,,4.486330798479087,710.0,0.0,,,,6880.0,250.0
,,,,,4.486330798479087,710.0,0.0,,,,15870.0,312.0
,,,,,4.486330798479087,710.0,0.0,,,,12400.0,313.0
,,,,,4.486330798479087,710.0,0.0,,,,6160.0,258.0
,,,,,4.486330798479087,710.0,0.0,,,,22470.0,307.0
,,,,,4.486330798479087,710.0,0.0,,,,8180.0,273.0
,,,,,4.486330798479087,710.0,0.0,,,,10730.0,205.0
,,,,,4.486330798479087,710.0,0.0,,,,7090.0,220.0
,,,,,4.486330798479087,710.0,0.0,,,,10720.0,271.0
,,,,,4.486330798479087,710.0,0.0,,,,7660.0,221.0
,,,,,4.486330798479087,710.0,0.0,,,,7360.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,8320.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,7160.0,228.0
,,,,,4.486330798479087,710.0,0.0,,,,13990.0,307.0
,,,,,4.486330798479087,710.0,0.0,,,,14650.0,325.0
,,,,,4.486330798479087,710.0,0.0,,,,30000.0,631.0
,,,,,4.486330798479087,710.0,0.0,,,,29690.0,636.0
,,,,,4.486330798479087,710.0,0.0,,,,34900.0,946.0
,,,,,4.486330798479087,710.0,0.0,,,,48930.0,769.0
,,,,,4.486330798479087,710.0,0.0,,,,38530.0,952.0
,,,,,4.486330798479087,710.0,0.0,,,,21480.0,537.0
,,,,,4.486330798479087,710.0,0.0,,,,25480.0,484.0
,,,,,4.486330798479087,710.0,0.0,,,,43290.0,663.0
,,,,,4.486330798479087,710.0,0.0,,,,27230.0,430.0
,,,,,4.486330798479087,710.0,0.0,,,,49440.0,491.0
,,,,,4.486330798479087,710.0,0.0,,,,33900.0,682.0
,,,,,4.486330798479087,710.0,0.0,,,,25680.0,515.0
,,,,,4.486330798479087,710.0,0.0,,,,10320.0,311.0
,,,,,4.486330798479087,710.0,0.0,,,,11860.0,292.0
,,,,,4.486330798479087,710.0,0.0,,,,14010.0,340.0
,,,,,4.486330798479087,710.0,0.0,,,,16320.0,297.0
,,,,,4.486330798479087,710.0,0.0,,,,23190.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,48600.0,562.0
,,,,,4.486330798479087,710.0,0.0,,,,28660.0,471.0
,,,,,4.486330798479087,710.0,0.0,,,,17370.0,379.0
,,,,,4.486330798479087,710.0,0.0,,,,21900.0,370.0
,,,,,4.486330798479087,710.0,0.0,,,,74470.0,655.0
,,,,,4.486330798479087,710.0,0.0,,,,40770.0,522.0
,,,,,4.486330798479087,710.0,0.0,,,,14210.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,15080.0,351.0
,,,,,4.486330798479087,710.0,0.0,,,,28140.0,443.0
,,,,,4.486330798479087,710.0,0.0,,,,42010.0,601.0
,,,,,4.486330798479087,710.0,0.0,,,,28450.0,528.0
,,,,,4.486330798479087,710.0,3.0,,,,77740.0,758.0
,,,,,4.486330798479087,710.0,0.0,,,,39900.0,573.0
,,,,,4.486330798479087,710.0,0.0,,,,31220.0,530.0
,,,,,4.486330798479087,710.0,3.0,,,,46540.0,729.0
,,,,,4.486330798479087,710.0,0.0,,,,64150.0,872.0
,,,,,4.486330798479087,710.0,0.0,,,,45940.0,702.0
,,,,,4.486330798479087,710.0,0.0,,,,27350.0,602.0
,,,,,4.486330798479087,710.0,0.0,,,,10220.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,24400.0,352.0
,,,,,4.486330798479087,710.0,0.0,,,,17120.0,332.0
,,,,,4.486330798479087,710.0,0.0,,,,35540.0,487.0
,,,,,4.486330798479087,710.0,0.0,,,,53660.0,627.0
,,,,,4.486330798479087,710.0,0.0,,,,31560.0,491.0
,,,,,4.486330798479087,710.0,0.0,,,,45910.0,656.0
,,,,,4.486330798479087,710.0,0.0,,,,54920.0,801.0
,,,,,4.486330798479087,710.0,0.0,,,,71360.0,827.0
,,,,,4.486330798479087,710.0,0.0,,,,34740.0,563.0
,,,,,4.486330798479087,710.0,0.0,,,,39830.0,636.0
,,,,,4.486330798479087,710.0,0.0,,,,55130.0,800.0
,,,,,4.486330798479087,710.0,0.0,,,,42060.0,740.0
,,,,,4.486330798479087,710.0,0.0,,,,56550.0,1092.0
,,,,,4.486330798479087,710.0,0.0,,,,65930.0,869.0
,,,,,4.486330798479087,710.0,0.0,,,,29370.0,694.0
,,,,,4.486330798479087,710.0,0.0,,,,74380.0,895.0
,,,,,4.486330798479087,710.0,0.0,,,,63190.0,840.0
,,,,,4.486330798479087,710.0,0.0,,,,90090.0,1132.0
,,,,,4.486330798479087,710.0,0.0,,,,134070.0,1283.0
,,,,,4.486330798479087,710.0,0.0,,,,100960.0,1183.0
,,,,,4.486330798479087,710.0,0.0,,,,124380.0,1220.0
,,,,,4.486330798479087,710.0,0.0,,,,162810.0,1768.0
,,,,,4.486330798479087,710.0,0.0,,,,69450.0,1412.0
,,,,,4.486330798479087,710.0,0.0,,,,47250.0,961.0
,,,,,4.486330798479087,710.0,0.0,,,,33530.0,747.0
,,,,,4.486330798479087,710.0,0.0,,,,25050.0,678.0
,,,,,4.486330798479087,710.0,0.0,,,,24940.0,543.0
,,,,,4.486330798479087,710.0,0.0,,,,24740.0,530.0
,,,,,4.486330798479087,710.0,0.0,,,,24620.0,490.0
,,,,,4.486330798479087,710.0,0.0,,,,34360.0,730.0
,,,,,4.486330798479087,710.0,0.0,,,,101280.0,1116.0
,,,,,4.486330798479087,710.0,0.0,,,,53180.0,1048.0
,,,,,4.486330798479087,710.0,0.0,,,,34900.0,798.0
,,,,,4.486330798479087,710.0,0.0,,,,71540.0,608.0
,,,,,4.486330798479087,710.0,0.0,,,,60300.0,575.0
,,,,,4.486330798479087,710.0,0.0,,,,43730.0,832.0
,,,,,4.486330798479087,710.0,0.0,,,,52680.0,985.0
,,,,,4.486330798479087,710.0,0.0,,,,40750.0,725.0
,,,,,4.486330798479087,710.0,0.0,,,,37660.0,658.0
,,,,,4.486330798479087,710.0,0.0,,,,26590.0,552.0
,,,,,4.486330798479087,710.0,0.0,,,,63410.0,767.0
,,,,,4.486330798479087,710.0,0.0,,,,51740.0,847.0
,,,,,4.486330798479087,710.0,0.0,,,,27950.0,702.0
,,,,,4.486330798479087,710.0,0.0,,,,37170.0,881.0
,,,,,4.486330798479087,710.0,0.0,,,,38620.0,719.0
,,,,,4.486330798479087,710.0,0.0,,,,54500.0,757.0
,,,,,4.486330798479087,710.0,0.0,,,,43740.0,1056.0
,,,,,4.486330798479087,710.0,0.0,,,,22210.0,658.0
,,,,,4.486330798479087,710.0,0.0,,,,52510.0,917.0
,,,,,4.486330798479087,710.0,3.0,,,,67230.0,1155.0
,,,,,4.486330798479087,710.0,3.0,,,,95180.0,1144.0
,,,,,4.486330798479087,710.0,0.0,,,,151920.0,1132.0
,,,,,4.486330798479087,710.0,0.0,,,,106030.0,988.0
,,,,,4.486330798479087,710.0,0.0,,,,81430.0,886.0
,,,,,4.486330798479087,710.0,0.0,,,,124850.0,1014.0
,,,,,4.486330798479087,710.0,0.0,,,,68040.0,1049.0
,,,,,4.486330798479087,710.0,0.0,,,,57440.0,538.0
,,,,,4.486330798479087,710.0,0.0,,,,111380.0,952.0
,,,,,4.486330798479087,710.0,0.0,,,,84510.0,1049.0
,,,,,4.486330798479087,710.0,0.0,,,,52690.0,684.0
,,,,,4.486330798479087,710.0,0.0,,,,87250.0,1048.0
,,,,,4.486330798479087,710.0,0.0,,,,39900.0,984.0
,,,,,4.486330798479087,710.0,0.0,,,,45020.0,936.0
,,,,,4.486330798479087,710.0,0.0,,,,31630.0,577.0
,,,,,4.486330798479087,710.0,0.0,,,,40670.0,608.0
,,,,,4.486330798479087,710.0,0.0,,,,49420.0,819.0
,,,,,4.486330798479087,710.0,0.0,,,,25250.0,668.0
,,,,,4.486330798479087,710.0,0.0,,,,27900.0,598.0
,,,,,4.486330798479087,710.0,0.0,,,,59950.0,865.0
,,,,,4.486330798479087,710.0,0.0,,,,44410.0,1113.0
,,,,,4.486330798479087,710.0,3.0,,,,16930.0,792.0
,,,,,4.486330798479087,710.0,0.0,,,,7770.0,300.0
,,,,,4.486330798479087,710.0,0.0,,,,19860.0,732.0
,,,,,4.486330798479087,710.0,0.0,,,,12220.0,465.0
,,,,,4.486330798479087,710.0,0.0,,,,25430.0,634.0
,,,,,4.486330798479087,710.0,0.0,,,,31610.0,860.0
,,,,,4.486330798479087,710.0,0.0,,,,57440.0,879.0
,,,,,4.486330798479087,710.0,0.0,,,,54660.0,1287.0
,,,,,4.486330798479087,710.0,0.0,,,,49030.0,1026.0
,,,,,4.486330798479087,710.0,0.0,,,,68600.0,1052.0
,,,,,4.486330798479087,710.0,0.0,,,,29560.0,1067.0
,,,,,4.486330798479087,710.0,0.0,,,,19990.0,669.0
,,,,,4.486330798479087,710.0,0.0,,,,28900.0,692.0
,,,,,4.486330798479087,710.0,0.0,,,,65350.0,1081.0
,,,,,4.486330798479087,710.0,0.0,,,,81480.0,1112.0
,,,,,4.486330798479087,710.0,0.0,,,,43860.0,947.0
,,,,,4.486330798479087,710.0,0.0,,,,60730.0,797.0
,,,,,4.486330798479087,710.0,0.0,,,,70450.0,1244.0
,,,,,4.486330798479087,710.0,0.0,,,,34140.0,792.0
,,,,,4.486330798479087,710.0,0.0,,,,56900.0,761.0
,,,,,4.486330798479087,710.0,3.0,,,,59360.0,1033.0
,,,,,4.486330798479087,710.0,0.0,,,,39100.0,868.0
,,,,,4.486330798479087,710.0,0.0,,,,37050.0,649.0
,,,,,4.486330798479087,710.0,0.0,,,,26830.0,584.0
,,,,,4.486330798479087,710.0,0.0,,,,24870.0,507.0
,,,,,4.486330798479087,710.0,0.0,,,,23710.0,481.0
,,,,,4.486330798479087,710.0,0.0,,,,37670.0,488.0
,,,,,4.486330798479087,710.0,0.0,,,,29480.0,510.0
,,,,,4.486330798479087,710.0,0.0,,,,77040.0,772.0
,,,,,4.486330798479087,710.0,0.0,,,,48980.0,1007.0
,,,,,4.486330798479087,710.0,0.0,,,,76610.0,987.0
,,,,,4.486330798479087,710.0,3.0,,,,99010.0,1360.0
,,,,,4.486330798479087,710.0,0.0,,,,78580.0,1327.0
,,,,,4.486330798479087,710.0,0.0,,,,68690.0,1038.0
,,,,,4.486330798479087,710.0,0.0,,,,23040.0,482.0
,,,,,4.486330798479087,710.0,0.0,,,,38900.0,697.0
,,,,,4.486330798479087,710.0,0.0,,,,35370.0,656.0
,,,,,4.486330798479087,710.0,0.0,,,,30810.0,591.0
,,,,,4.486330798479087,710.0,0.0,,,,19640.0,556.0
,,,,,4.486330798479087,710.0,0.0,,,,24020.0,462.0
,,,,,4.486330798479087,710.0,0.0,,,,31780.0,538.0
,,,,,4.486330798479087,710.0,0.0,,,,23880.0,488.0
,,,,,4.486330798479087,710.0,0.0,,,,19820.0,362.0
,,,,,4.486330798479087,710.0,0.0,,,,9530.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,6930.0,68.0
,,,,,4.486330798479087,710.0,0.0,,,,6200.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,4600.0,105.0
,,,,,4.486330798479087,710.0,0.0,,,,13040.0,103.0
,,,,,4.486330798479087,710.0,0.0,,,,15210.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,7540.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,2580.0,94.0
,,,,,4.486330798479087,710.0,0.0,,,,5660.0,93.0
,,,,,4.486330798479087,710.0,0.0,,,,22720.0,181.0
,,,,,4.486330798479087,710.0,0.0,,,,36940.0,375.0
,,,,,4.486330798479087,710.0,0.0,,,,65960.0,496.0
,,,,,4.486330798479087,710.0,3.0,,,,49120.0,485.0
,,,,,4.486330798479087,710.0,0.0,,,,93280.0,747.0
,,,,,4.486330798479087,710.0,0.0,,,,36410.0,519.0
,,,,,4.486330798479087,710.0,0.0,,,,32660.0,290.0
,,,,,4.486330798479087,710.0,0.0,,,,48110.0,433.0
,,,,,4.486330798479087,710.0,0.0,,,,52020.0,576.0
,,,,,4.486330798479087,710.0,0.0,,,,54900.0,426.0
,,,,,4.486330798479087,710.0,3.0,,,,32920.0,363.0
,,,,,4.486330798479087,710.0,0.0,,,,48050.0,531.0
,,,,,4.486330798479087,710.0,0.0,,,,39280.0,726.0
,,,,,4.486330798479087,710.0,0.0,,,,38240.0,410.0
,,,,,4.486330798479087,710.0,0.0,,,,36650.0,414.0
,,,,,4.486330798479087,710.0,0.0,,,,17720.0,266.0
,,,,,4.486330798479087,710.0,3.0,,,,40620.0,398.0
,,,,,4.486330798479087,710.0,0.0,,,,52380.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,20420.0,315.0
,,,,,4.486330798479087,710.0,0.0,,,,21070.0,266.0
,,,,,4.486330798479087,710.0,0.0,,,,12850.0,193.0
,,,,,4.486330798479087,710.0,0.0,,,,8450.0,164.0
,,,,,4.486330798479087,710.0,0.0,,,,13320.0,153.0
,,,,,4.486330798479087,710.0,0.0,,,,9060.0,165.0
,,,,,4.486330798479087,710.0,0.0,,,,58570.0,481.0
,,,,,4.486330798479087,710.0,0.0,,,,31460.0,396.0
,,,,,4.486330798479087,710.0,0.0,,,,30980.0,480.0
,,,,,4.486330798479087,710.0,0.0,,,,30180.0,375.0
,,,,,4.486330798479087,710.0,0.0,,,,45450.0,491.0
,,,,,4.486330798479087,710.0,3.0,,,,18590.0,320.0
,,,,,4.486330798479087,710.0,0.0,,,,32470.0,388.0
,,,,,4.486330798479087,710.0,0.0,,,,61200.0,625.0
,,,,,4.486330798479087,710.0,0.0,,,,57200.0,773.0
,,,,,4.486330798479087,710.0,0.0,,,,37580.0,574.0
,,,,,4.486330798479087,710.0,0.0,,,,21680.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,23170.0,348.0
,,,,,4.486330798479087,710.0,0.0,,,,35570.0,505.0
,,,,,4.486330798479087,710.0,0.0,,,,32030.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,76200.0,766.0
,,,,,4.486330798479087,710.0,0.0,,,,28500.0,446.0
,,,,,4.486330798479087,710.0,0.0,,,,33590.0,457.0
,,,,,4.486330798479087,710.0,0.0,,,,27420.0,400.0
,,,,,4.486330798479087,710.0,0.0,,,,73160.0,654.0
,,,,,4.486330798479087,710.0,0.0,,,,33780.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,27200.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,21510.0,334.0
,,,,,4.486330798479087,710.0,0.0,,,,17880.0,237.0
,,,,,4.486330798479087,710.0,0.0,,,,19180.0,289.0
,,,,,4.486330798479087,710.0,0.0,,,,34800.0,450.0
,,,,,4.486330798479087,710.0,0.0,,,,35010.0,390.0
,,,,,4.486330798479087,710.0,0.0,,,,9140.0,335.0
,,,,,4.486330798479087,710.0,0.0,,,,23260.0,483.0
,,,,,4.486330798479087,710.0,0.0,,,,55120.0,713.0
,,,,,4.486330798479087,710.0,0.0,,,,16450.0,378.0
,,,,,4.486330798479087,710.0,0.0,,,,20660.0,400.0
,,,,,4.486330798479087,710.0,0.0,,,,30140.0,426.0
,,,,,4.486330798479087,710.0,0.0,,,,52120.0,695.0
,,,,,4.486330798479087,710.0,0.0,,,,25850.0,504.0
,,,,,4.486330798479087,710.0,3.0,,,,25160.0,411.0
,,,,,4.486330798479087,710.0,0.0,,,,23860.0,389.0
,,,,,4.486330798479087,710.0,0.0,,,,58660.0,728.0
,,,,,4.486330798479087,710.0,0.0,,,,41060.0,555.0
,,,,,4.486330798479087,710.0,0.0,,,,22440.0,483.0
,,,,,4.486330798479087,710.0,0.0,,,,24660.0,360.0
,,,,,4.486330798479087,710.0,0.0,,,,43350.0,611.0
,,,,,4.486330798479087,710.0,0.0,,,,17170.0,356.0
,,,,,4.486330798479087,710.0,0.0,,,,60710.0,782.0
,,,,,4.486330798479087,710.0,0.0,,,,28290.0,478.0
,,,,,4.486330798479087,710.0,0.0,,,,22710.0,385.0
,,,,,4.486330798479087,710.0,0.0,,,,9510.0,258.0
,,,,,4.486330798479087,710.0,0.0,,,,16260.0,220.0
,,,,,4.486330798479087,710.0,0.0,,,,10530.0,177.0
,,,,,4.486330798479087,710.0,0.0,,,,47700.0,535.0
,,,,,4.486330798479087,710.0,0.0,,,,34570.0,446.0
,,,,,4.486330798479087,710.0,0.0,,,,7810.0,236.0
,,,,,4.486330798479087,710.0,0.0,,,,23170.0,354.0
,,,,,4.486330798479087,710.0,0.0,,,,15650.0,316.0
,,,,,4.486330798479087,710.0,0.0,,,,24140.0,285.0
,,,,,4.486330798479087,710.0,0.0,,,,44990.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,25910.0,424.0
,,,,,4.486330798479087,710.0,0.0,,,,18310.0,317.0
,,,,,4.486330798479087,710.0,0.0,,,,54980.0,544.0
,,,,,4.486330798479087,710.0,0.0,,,,26080.0,420.0
,,,,,4.486330798479087,710.0,0.0,,,,8520.0,254.0
,,,,,4.486330798479087,710.0,0.0,,,,19160.0,376.0
,,,,,4.486330798479087,710.0,0.0,,,,26620.0,356.0
,,,,,4.486330798479087,710.0,0.0,,,,27780.0,386.0
,,,,,4.486330798479087,710.0,0.0,,,,28920.0,472.0
,,,,,4.486330798479087,710.0,0.0,,,,24360.0,351.0
,,,,,4.486330798479087,710.0,0.0,,,,11210.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,42220.0,382.0
,,,,,4.486330798479087,710.0,0.0,,,,14590.0,865.0
,,,,,4.486330798479087,710.0,0.0,,,,9160.0,300.0
,,,,,4.486330798479087,710.0,0.0,,,,6800.0,224.0
,,,,,4.486330798479087,710.0,0.0,,,,7000.0,131.0
,,,,,4.486330798479087,710.0,0.0,,,,7030.0,202.0
,,,,,4.486330798479087,710.0,0.0,,,,35420.0,290.0
,,,,,4.486330798479087,710.0,0.0,,,,53590.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,19390.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,19680.0,411.0
,,,,,4.486330798479087,710.0,0.0,,,,67040.0,785.0
,,,,,4.486330798479087,710.0,0.0,,,,32270.0,631.0
,,,,,4.486330798479087,710.0,0.0,,,,19810.0,364.0
,,,,,4.486330798479087,710.0,0.0,,,,38360.0,759.0
,,,,,4.486330798479087,710.0,0.0,,,,34230.0,551.0
,,,,,4.486330798479087,710.0,0.0,,,,44500.0,660.0
,,,,,4.486330798479087,710.0,0.0,,,,22260.0,422.0
,,,,,4.486330798479087,710.0,0.0,,,,28280.0,498.0
,,,,,4.486330798479087,710.0,0.0,,,,32050.0,645.0
,,,,,4.486330798479087,710.0,0.0,,,,30990.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,20260.0,722.0
,,,,,4.486330798479087,710.0,0.0,,,,32110.0,427.0
,,,,,4.486330798479087,710.0,0.0,,,,32460.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,25480.0,429.0
,,,,,4.486330798479087,710.0,0.0,,,,25460.0,412.0
,,,,,4.486330798479087,710.0,0.0,,,,36770.0,657.0
,,,,,4.486330798479087,710.0,0.0,,,,20580.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,13550.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,21510.0,290.0
,,,,,4.486330798479087,710.0,0.0,,,,13200.0,505.0
,,,,,4.486330798479087,710.0,3.0,,,,34350.0,462.0
,,,,,4.486330798479087,710.0,0.0,,,,30820.0,786.0
,,,,,4.486330798479087,710.0,0.0,,,,20040.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,9980.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,29160.0,435.0
,,,,,4.486330798479087,710.0,0.0,,,,21760.0,391.0
,,,,,4.486330798479087,710.0,0.0,,,,20160.0,317.0
,,,,,4.486330798479087,710.0,0.0,,,,24370.0,428.0
,,,,,4.486330798479087,710.0,0.0,,,,15560.0,264.0
,,,,,4.486330798479087,710.0,0.0,,,,25760.0,410.0
,,,,,4.486330798479087,710.0,0.0,,,,42340.0,515.0
,,,,,4.486330798479087,710.0,0.0,,,,21950.0,375.0
,,,,,4.486330798479087,710.0,0.0,,,,10030.0,244.0
,,,,,4.486330798479087,710.0,0.0,,,,12540.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,23860.0,269.0
,,,,,4.486330798479087,710.0,0.0,,,,24950.0,344.0
,,,,,4.486330798479087,710.0,0.0,,,,37950.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,11540.0,285.0
,,,,,4.486330798479087,710.0,0.0,,,,12480.0,260.0
,,,,,4.486330798479087,710.0,0.0,,,,4330.0,160.0
,,,,,4.486330798479087,710.0,0.0,,,,12520.0,184.0
,,,,,4.486330798479087,710.0,0.0,,,,2480.0,145.0
,,,,,4.486330798479087,710.0,0.0,,,,6260.0,114.0
,,,,,4.486330798479087,710.0,0.0,,,,5690.0,100.0
,,,,,4.486330798479087,710.0,0.0,,,,3530.0,131.0
,,,,,4.486330798479087,710.0,0.0,,,,4560.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,4650.0,104.0
,,,,,4.486330798479087,710.0,0.0,,,,3590.0,203.0
,,,,,4.486330798479087,710.0,0.0,,,,22930.0,328.0
,,,,,4.486330798479087,710.0,0.0,,,,13880.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,11780.0,159.0
,,,,,4.486330798479087,710.0,0.0,,,,12200.0,580.0
,,,,,4.486330798479087,710.0,0.0,,,,4580.0,100.0
,,,,,4.486330798479087,710.0,0.0,,,,3420.0,74.0
,,,,,4.486330798479087,710.0,0.0,,,,2930.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,3130.0,72.0
,,,,,4.486330798479087,710.0,0.0,,,,3160.0,73.0
,,,,,4.486330798479087,710.0,0.0,,,,4400.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,1910.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,1400.0,51.0
,,,,,4.486330798479087,710.0,0.0,,,,3000.0,72.0
,,,,,4.486330798479087,710.0,0.0,,,,3540.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,2520.0,83.0
,,,,,4.486330798479087,710.0,0.0,,,,4870.0,39.0
,,,,,4.486330798479087,710.0,0.0,,,,3860.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,1330.0,54.0
,,,,,4.486330798479087,710.0,3.0,,,,1620.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,9890.0,89.0
,,,,,4.486330798479087,710.0,0.0,,,,4150.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,7870.0,141.0
,,,,,4.486330798479087,710.0,0.0,,,,20380.0,338.0
,,,,,4.486330798479087,710.0,0.0,,,,26660.0,486.0
,,,,,4.486330798479087,710.0,0.0,,,,25050.0,353.0
,,,,,4.486330798479087,710.0,0.0,,,,12950.0,343.0
,,,,,4.486330798479087,710.0,0.0,,,,29720.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,11480.0,260.0
,,,,,4.486330798479087,710.0,0.0,,,,12220.0,249.0
,,,,,4.486330798479087,710.0,0.0,,,,5890.0,166.0
,,,,,4.486330798479087,710.0,0.0,,,,7240.0,164.0
,,,,,4.486330798479087,710.0,0.0,,,,6580.0,161.0
,,,,,4.486330798479087,710.0,0.0,,,,28590.0,387.0
,,,,,4.486330798479087,710.0,0.0,,,,16820.0,244.0
,,,,,4.486330798479087,710.0,0.0,,,,15650.0,664.0
,,,,,4.486330798479087,710.0,0.0,,,,9820.0,167.0
,,,,,4.486330798479087,710.0,0.0,,,,16220.0,753.0
,,,,,4.486330798479087,710.0,0.0,,,,7340.0,166.0
,,,,,4.486330798479087,710.0,0.0,,,,13390.0,203.0
,,,,,4.486330798479087,710.0,0.0,,,,32310.0,465.0
,,,,,4.486330798479087,710.0,0.0,,,,15190.0,208.0
,,,,,4.486330798479087,710.0,0.0,,,,5700.0,135.0
,,,,,4.486330798479087,710.0,0.0,,,,9640.0,130.0
,,,,,4.486330798479087,710.0,0.0,,,,4380.0,134.0
,,,,,4.486330798479087,710.0,0.0,,,,9940.0,142.0
,,,,,4.486330798479087,710.0,0.0,,,,11550.0,152.0
,,,,,4.486330798479087,710.0,0.0,,,,9050.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,7060.0,150.0
,,,,,4.486330798479087,710.0,0.0,,,,18980.0,247.0
,,,,,4.486330798479087,710.0,0.0,,,,16030.0,236.0
,,,,,4.486330798479087,710.0,0.0,,,,10870.0,220.0
,,,,,4.486330798479087,710.0,0.0,,,,9790.0,422.0
,,,,,4.486330798479087,710.0,0.0,,,,11660.0,209.0
,,,,,4.486330798479087,710.0,0.0,,,,25920.0,369.0
,,,,,4.486330798479087,710.0,0.0,,,,20570.0,346.0
,,,,,4.486330798479087,710.0,0.0,,,,11740.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,8160.0,148.0
,,,,,4.486330798479087,710.0,0.0,,,,11890.0,475.0
,,,,,4.486330798479087,710.0,0.0,,,,10080.0,349.0
,,,,,4.486330798479087,710.0,0.0,,,,8620.0,239.0
,,,,,4.486330798479087,710.0,0.0,,,,19740.0,888.0
,,,,,4.486330798479087,710.0,0.0,,,,5600.0,119.0
,,,,,4.486330798479087,710.0,0.0,,,,10590.0,442.0
,,,,,4.486330798479087,710.0,0.0,,,,11380.0,290.0
,,,,,4.486330798479087,710.0,0.0,,,,5640.0,193.0
,,,,,4.486330798479087,710.0,0.0,,,,8710.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,6760.0,136.0
,,,,,4.486330798479087,710.0,0.0,,,,5130.0,115.0
,,,,,4.486330798479087,710.0,0.0,,,,9940.0,226.0
,,,,,4.486330798479087,710.0,0.0,,,,19170.0,430.0
,,,,,4.486330798479087,710.0,0.0,,,,13070.0,282.0
,,,,,4.486330798479087,710.0,0.0,,,,8210.0,247.0
,,,,,4.486330798479087,710.0,0.0,,,,17250.0,228.0
,,,,,4.486330798479087,710.0,0.0,,,,8620.0,201.0
,,,,,4.486330798479087,710.0,0.0,,,,15290.0,315.0
,,,,,4.486330798479087,710.0,0.0,,,,27320.0,414.0
,,,,,4.486330798479087,710.0,0.0,,,,23650.0,212.0
